country,year,sex,suicides/100k pop,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation,population,age,suicides_no
Portugal,2014,male,10.52,Portugal2014,0.83,"2,29,62,98,22,122",23091,Millenials,617765,25-34 years,65
Portugal,2014,female,8.11,Portugal2014,0.83,"2,29,62,98,22,122",23091,Boomers,1294186,55-74 years,105
Portugal,2014,female,5.89,Portugal2014,0.83,"2,29,62,98,22,122",23091,Generation X,1613721,35-54 years,95
Portugal,2014,male,4.98,Portugal2014,0.83,"2,29,62,98,22,122",23091,Millenials,562495,15-24 years,28
Portugal,2014,female,3.29,Portugal2014,0.83,"2,29,62,98,22,122",23091,Millenials,638072,25-34 years,21
Portugal,2014,female,1.47,Portugal2014,0.83,"2,29,62,98,22,122",23091,Millenials,545684,15-24 years,8
Portugal,2014,female,0.39,Portugal2014,0.83,"2,29,62,98,22,122",23091,Generation Z,511478,5-14 years,2
Portugal,2014,male,0,Portugal2014,0.83,"2,29,62,98,22,122",23091,Generation Z,537929,5-14 years,0
Puerto Rico,1985,male,53.65,Puerto Rico1985,,"20,28,92,00,000",6582,G.I. Generation,46600,75+ years,25
Puerto Rico,1985,male,32.85,Puerto Rico1985,,"20,28,92,00,000",6582,G.I. Generation,200900,55-74 years,66
Puerto Rico,1985,male,21.71,Puerto Rico1985,,"20,28,92,00,000",6582,Silent,322500,35-54 years,70
Puerto Rico,1985,male,18.24,Puerto Rico1985,,"20,28,92,00,000",6582,Boomers,235800,25-34 years,43
Puerto Rico,1985,male,8.71,Puerto Rico1985,,"20,28,92,00,000",6582,Generation X,321500,15-24 years,28
Puerto Rico,1985,female,7.42,Puerto Rico1985,,"20,28,92,00,000",6582,G.I. Generation,53900,75+ years,4
Puerto Rico,1985,female,5.12,Puerto Rico1985,,"20,28,92,00,000",6582,G.I. Generation,214700,55-74 years,11
Puerto Rico,1985,female,2.99,Puerto Rico1985,,"20,28,92,00,000",6582,Boomers,267500,25-34 years,8
Puerto Rico,1985,female,2.21,Puerto Rico1985,,"20,28,92,00,000",6582,Silent,361600,35-54 years,8
Puerto Rico,1985,female,0.89,Puerto Rico1985,,"20,28,92,00,000",6582,Generation X,336300,15-24 years,3
Puerto Rico,1985,male,0.54,Puerto Rico1985,,"20,28,92,00,000",6582,Generation X,368000,5-14 years,2
Puerto Rico,1985,female,0.28,Puerto Rico1985,,"20,28,92,00,000",6582,Generation X,353200,5-14 years,1
Puerto Rico,1986,male,70.28,Puerto Rico1986,,"22,00,93,00,000",7002,G.I. Generation,49800,75+ years,35
Puerto Rico,1986,male,32.32,Puerto Rico1986,,"22,00,93,00,000",7002,G.I. Generation,198000,55-74 years,64
Puerto Rico,1986,male,27.42,Puerto Rico1986,,"22,00,93,00,000",7002,Silent,342800,35-54 years,94
Puerto Rico,1986,male,24.87,Puerto Rico1986,,"22,00,93,00,000",7002,Boomers,241300,25-34 years,60
Puerto Rico,1986,female,6.8,Puerto Rico1986,,"22,00,93,00,000",7002,G.I. Generation,58800,75+ years,4
Puerto Rico,1986,male,5.24,Puerto Rico1986,,"22,00,93,00,000",7002,Generation X,343800,15-24 years,18
Puerto Rico,1986,female,4.08,Puerto Rico1986,,"22,00,93,00,000",7002,Silent,392500,35-54 years,16
Puerto Rico,1986,female,3.11,Puerto Rico1986,,"22,00,93,00,000",7002,G.I. Generation,225300,55-74 years,7
Puerto Rico,1986,female,2.94,Puerto Rico1986,,"22,00,93,00,000",7002,Boomers,271700,25-34 years,8
Puerto Rico,1986,female,0.88,Puerto Rico1986,,"22,00,93,00,000",7002,Generation X,339700,15-24 years,3
Puerto Rico,1986,male,0.29,Puerto Rico1986,,"22,00,93,00,000",7002,Generation X,345800,5-14 years,1
Puerto Rico,1986,female,0,Puerto Rico1986,,"22,00,93,00,000",7002,Generation X,333700,5-14 years,0
Puerto Rico,1987,male,45.91,Puerto Rico1987,,"24,02,58,00,000",7533,G.I. Generation,50100,75+ years,23
Puerto Rico,1987,male,33.37,Puerto Rico1987,,"24,02,58,00,000",7533,G.I. Generation,200800,55-74 years,67
Puerto Rico,1987,male,20.69,Puerto Rico1987,,"24,02,58,00,000",7533,Silent,348000,35-54 years,72
Puerto Rico,1987,male,18.78,Puerto Rico1987,,"24,02,58,00,000",7533,Boomers,244900,25-34 years,46
Puerto Rico,1987,male,7.17,Puerto Rico1987,,"24,02,58,00,000",7533,Generation X,348900,15-24 years,25
Puerto Rico,1987,female,6.7,Puerto Rico1987,,"24,02,58,00,000",7533,G.I. Generation,59700,75+ years,4
Puerto Rico,1987,female,4.02,Puerto Rico1987,,"24,02,58,00,000",7533,Silent,398300,35-54 years,16
Puerto Rico,1987,female,3.94,Puerto Rico1987,,"24,02,58,00,000",7533,G.I. Generation,228600,55-74 years,9
Puerto Rico,1987,female,1.45,Puerto Rico1987,,"24,02,58,00,000",7533,Generation X,344700,15-24 years,5
Puerto Rico,1987,female,1.45,Puerto Rico1987,,"24,02,58,00,000",7533,Boomers,275800,25-34 years,4
Puerto Rico,1987,male,0.28,Puerto Rico1987,,"24,02,58,00,000",7533,Generation X,351000,5-14 years,1
Puerto Rico,1987,female,0,Puerto Rico1987,,"24,02,58,00,000",7533,Generation X,338600,5-14 years,0
Puerto Rico,1988,male,60.55,Puerto Rico1988,,"26,38,58,00,000",8155,G.I. Generation,51200,75+ years,31
Puerto Rico,1988,male,29.95,Puerto Rico1988,,"26,38,58,00,000",8155,G.I. Generation,203700,55-74 years,61
Puerto Rico,1988,male,27.49,Puerto Rico1988,,"26,38,58,00,000",8155,Silent,352800,35-54 years,97
Puerto Rico,1988,male,24.15,Puerto Rico1988,,"26,38,58,00,000",8155,Boomers,248400,25-34 years,60
Puerto Rico,1988,male,9.04,Puerto Rico1988,,"26,38,58,00,000",8155,Generation X,354000,15-24 years,32
Puerto Rico,1988,female,3.02,Puerto Rico1988,,"26,38,58,00,000",8155,G.I. Generation,232000,55-74 years,7
Puerto Rico,1988,female,2.72,Puerto Rico1988,,"26,38,58,00,000",8155,Silent,404000,35-54 years,11
Puerto Rico,1988,female,2.5,Puerto Rico1988,,"26,38,58,00,000",8155,Boomers,279800,25-34 years,7
Puerto Rico,1988,female,1.14,Puerto Rico1988,,"26,38,58,00,000",8155,Generation X,349700,15-24 years,4
Puerto Rico,1988,male,0.84,Puerto Rico1988,,"26,38,58,00,000",8155,Generation X,356100,5-14 years,3
Puerto Rico,1988,female,0.29,Puerto Rico1988,,"26,38,58,00,000",8155,Generation X,343400,5-14 years,1
Puerto Rico,1988,female,0,Puerto Rico1988,,"26,38,58,00,000",8155,G.I. Generation,60500,75+ years,0
Puerto Rico,1989,male,61.54,Puerto Rico1989,,"28,16,12,00,000",8576,G.I. Generation,52000,75+ years,32
Puerto Rico,1989,male,30.48,Puerto Rico1989,,"28,16,12,00,000",8576,G.I. Generation,206700,55-74 years,63
Puerto Rico,1989,male,29.88,Puerto Rico1989,,"28,16,12,00,000",8576,Silent,358100,35-54 years,107
Puerto Rico,1989,male,26.58,Puerto Rico1989,,"28,16,12,00,000",8576,Boomers,252100,25-34 years,67
Puerto Rico,1989,male,6.12,Puerto Rico1989,,"28,16,12,00,000",8576,Generation X,359300,15-24 years,22
Puerto Rico,1989,female,4.89,Puerto Rico1989,,"28,16,12,00,000",8576,G.I. Generation,61400,75+ years,3
Puerto Rico,1989,female,3.9,Puerto Rico1989,,"28,16,12,00,000",8576,Silent,410100,35-54 years,16
Puerto Rico,1989,female,2.97,Puerto Rico1989,,"28,16,12,00,000",8576,G.I. Generation,235400,55-74 years,7
Puerto Rico,1989,female,1.76,Puerto Rico1989,,"28,16,12,00,000",8576,Boomers,283900,25-34 years,5
Puerto Rico,1989,female,0.85,Puerto Rico1989,,"28,16,12,00,000",8576,Generation X,354900,15-24 years,3
Puerto Rico,1989,female,0.29,Puerto Rico1989,,"28,16,12,00,000",8576,Generation X,348500,5-14 years,1
Puerto Rico,1989,male,0.28,Puerto Rico1989,,"28,16,12,00,000",8576,Generation X,361400,5-14 years,1
Puerto Rico,1990,male,60.38,Puerto Rico1990,,"30,60,39,19,000",9552,G.I. Generation,53000,75+ years,32
Puerto Rico,1990,male,40.72,Puerto Rico1990,,"30,60,39,19,000",9552,G.I. Generation,194000,55-74 years,79
Puerto Rico,1990,male,32.03,Puerto Rico1990,,"30,60,39,19,000",9552,Silent,359000,35-54 years,115
Puerto Rico,1990,male,25.09,Puerto Rico1990,,"30,60,39,19,000",9552,Boomers,283000,25-34 years,71
Puerto Rico,1990,male,10.4,Puerto Rico1990,,"30,60,39,19,000",9552,Generation X,327000,15-24 years,34
Puerto Rico,1990,female,4.33,Puerto Rico1990,,"30,60,39,19,000",9552,G.I. Generation,231000,55-74 years,10
Puerto Rico,1990,female,3.13,Puerto Rico1990,,"30,60,39,19,000",9552,Silent,416000,35-54 years,13
Puerto Rico,1990,female,3.01,Puerto Rico1990,,"30,60,39,19,000",9552,Boomers,299000,25-34 years,9
Puerto Rico,1990,female,1.58,Puerto Rico1990,,"30,60,39,19,000",9552,Generation X,316000,15-24 years,5
Puerto Rico,1990,male,0.6,Puerto Rico1990,,"30,60,39,19,000",9552,Generation X,335000,5-14 years,2
Puerto Rico,1990,female,0.31,Puerto Rico1990,,"30,60,39,19,000",9552,Generation X,321000,5-14 years,1
Puerto Rico,1990,female,0,Puerto Rico1990,,"30,60,39,19,000",9552,G.I. Generation,70000,75+ years,0
Puerto Rico,1991,male,75.17,Puerto Rico1991,,"32,28,70,31,000",9974,G.I. Generation,57200,75+ years,43
Puerto Rico,1991,male,34.87,Puerto Rico1991,,"32,28,70,31,000",9974,Silent,195000,55-74 years,68
Puerto Rico,1991,male,33.24,Puerto Rico1991,,"32,28,70,31,000",9974,Boomers,364000,35-54 years,121
Puerto Rico,1991,male,16.1,Puerto Rico1991,,"32,28,70,31,000",9974,Boomers,292000,25-34 years,47
Puerto Rico,1991,male,11.96,Puerto Rico1991,,"32,28,70,31,000",9974,Generation X,326000,15-24 years,39
Puerto Rico,1991,female,4.01,Puerto Rico1991,,"32,28,70,31,000",9974,Boomers,424000,35-54 years,17
Puerto Rico,1991,female,3.4,Puerto Rico1991,,"32,28,70,31,000",9974,Silent,235000,55-74 years,8
Puerto Rico,1991,female,2.82,Puerto Rico1991,,"32,28,70,31,000",9974,G.I. Generation,71000,75+ years,2
Puerto Rico,1991,female,2.3,Puerto Rico1991,,"32,28,70,31,000",9974,Boomers,305000,25-34 years,7
Puerto Rico,1991,female,0.64,Puerto Rico1991,,"32,28,70,31,000",9974,Generation X,314000,15-24 years,2
Puerto Rico,1991,male,0.3,Puerto Rico1991,,"32,28,70,31,000",9974,Millenials,334000,5-14 years,1
Puerto Rico,1991,female,0,Puerto Rico1991,,"32,28,70,31,000",9974,Millenials,320000,5-14 years,0
Puerto Rico,1992,male,34.8,Puerto Rico1992,,"34,63,04,30,000",10533,G.I. Generation,66100,75+ years,23
Puerto Rico,1992,male,29.81,Puerto Rico1992,,"34,63,04,30,000",10533,Silent,221400,55-74 years,66
Puerto Rico,1992,male,24.68,Puerto Rico1992,,"34,63,04,30,000",10533,Boomers,397100,35-54 years,98
Puerto Rico,1992,male,24.03,Puerto Rico1992,,"34,63,04,30,000",10533,Boomers,253800,25-34 years,61
Puerto Rico,1992,male,9.75,Puerto Rico1992,,"34,63,04,30,000",10533,Generation X,318000,15-24 years,31
Puerto Rico,1992,female,3.86,Puerto Rico1992,,"34,63,04,30,000",10533,Silent,259300,55-74 years,10
Puerto Rico,1992,female,3.3,Puerto Rico1992,,"34,63,04,30,000",10533,Boomers,455200,35-54 years,15
Puerto Rico,1992,female,2.42,Puerto Rico1992,,"34,63,04,30,000",10533,G.I. Generation,82500,75+ years,2
Puerto Rico,1992,female,1.59,Puerto Rico1992,,"34,63,04,30,000",10533,Generation X,314100,15-24 years,5
Puerto Rico,1992,female,1.07,Puerto Rico1992,,"34,63,04,30,000",10533,Boomers,280600,25-34 years,3
Puerto Rico,1992,female,0,Puerto Rico1992,,"34,63,04,30,000",10533,Millenials,314000,5-14 years,0
Puerto Rico,1992,male,0,Puerto Rico1992,,"34,63,04,30,000",10533,Millenials,325800,5-14 years,0
Puerto Rico,1993,male,49.32,Puerto Rico1993,,"36,92,24,56,000",11146,G.I. Generation,68936,75+ years,34
Puerto Rico,1993,male,28.42,Puerto Rico1993,,"36,92,24,56,000",11146,Boomers,408115,35-54 years,116
Puerto Rico,1993,male,27.53,Puerto Rico1993,,"36,92,24,56,000",11146,Boomers,250629,25-34 years,69
Puerto Rico,1993,male,25.7,Puerto Rico1993,,"36,92,24,56,000",11146,Silent,229549,55-74 years,59
Puerto Rico,1993,male,10.56,Puerto Rico1993,,"36,92,24,56,000",11146,Generation X,312503,15-24 years,33
Puerto Rico,1993,female,3.42,Puerto Rico1993,,"36,92,24,56,000",11146,Boomers,467965,35-54 years,16
Puerto Rico,1993,female,2.61,Puerto Rico1993,,"36,92,24,56,000",11146,Silent,268361,55-74 years,7
Puerto Rico,1993,female,1.93,Puerto Rico1993,,"36,92,24,56,000",11146,Generation X,310130,15-24 years,6
Puerto Rico,1993,female,1.44,Puerto Rico1993,,"36,92,24,56,000",11146,Boomers,277006,25-34 years,4
Puerto Rico,1993,female,0.32,Puerto Rico1993,,"36,92,24,56,000",11146,Millenials,310642,5-14 years,1
Puerto Rico,1993,female,0,Puerto Rico1993,,"36,92,24,56,000",11146,G.I. Generation,86920,75+ years,0
Puerto Rico,1993,male,0,Puerto Rico1993,,"36,92,24,56,000",11146,Millenials,321716,5-14 years,0
Puerto Rico,1994,male,39.99,Puerto Rico1994,,"39,69,06,30,000",11871,G.I. Generation,70019,75+ years,28
Puerto Rico,1994,male,28.57,Puerto Rico1994,,"39,69,06,30,000",11871,Boomers,416464,35-54 years,119
Puerto Rico,1994,male,27.6,Puerto Rico1994,,"39,69,06,30,000",11871,Silent,235516,55-74 years,65
Puerto Rico,1994,male,27.26,Puerto Rico1994,,"39,69,06,30,000",11871,Boomers,249479,25-34 years,68
Puerto Rico,1994,male,11.08,Puerto Rico1994,,"39,69,06,30,000",11871,Generation X,315916,15-24 years,35
Puerto Rico,1994,female,3.76,Puerto Rico1994,,"39,69,06,30,000",11871,Boomers,478324,35-54 years,18
Puerto Rico,1994,female,2.23,Puerto Rico1994,,"39,69,06,30,000",11871,G.I. Generation,89539,75+ years,2
Puerto Rico,1994,female,2.17,Puerto Rico1994,,"39,69,06,30,000",11871,Silent,276151,55-74 years,6
Puerto Rico,1994,female,1.6,Puerto Rico1994,,"39,69,06,30,000",11871,Generation X,312389,15-24 years,5
Puerto Rico,1994,male,1.57,Puerto Rico1994,,"39,69,06,30,000",11871,Millenials,317830,5-14 years,5
Puerto Rico,1994,female,1.45,Puerto Rico1994,,"39,69,06,30,000",11871,Boomers,275045,25-34 years,4
Puerto Rico,1994,female,0,Puerto Rico1994,,"39,69,06,30,000",11871,Millenials,306952,5-14 years,0
Puerto Rico,1995,male,36.53,Puerto Rico1995,,"42,64,73,31,000",12636,G.I. Generation,71169,75+ years,26
Puerto Rico,1995,male,22.15,Puerto Rico1995,,"42,64,73,31,000",12636,Boomers,424318,35-54 years,94
Puerto Rico,1995,male,20.16,Puerto Rico1995,,"42,64,73,31,000",12636,Generation X,247971,25-34 years,50
Puerto Rico,1995,male,19.4,Puerto Rico1995,,"42,64,73,31,000",12636,Silent,242286,55-74 years,47
Puerto Rico,1995,male,11.91,Puerto Rico1995,,"42,64,73,31,000",12636,Generation X,319165,15-24 years,38
Puerto Rico,1995,female,3.51,Puerto Rico1995,,"42,64,73,31,000",12636,Silent,284606,55-74 years,10
Puerto Rico,1995,female,2.66,Puerto Rico1995,,"42,64,73,31,000",12636,Boomers,487958,35-54 years,13
Puerto Rico,1995,female,2.2,Puerto Rico1995,,"42,64,73,31,000",12636,Generation X,272632,25-34 years,6
Puerto Rico,1995,female,1.27,Puerto Rico1995,,"42,64,73,31,000",12636,Generation X,314481,15-24 years,4
Puerto Rico,1995,female,1.08,Puerto Rico1995,,"42,64,73,31,000",12636,G.I. Generation,92485,75+ years,1
Puerto Rico,1995,female,0,Puerto Rico1995,,"42,64,73,31,000",12636,Millenials,303666,5-14 years,0
Puerto Rico,1995,male,0,Puerto Rico1995,,"42,64,73,31,000",12636,Millenials,314417,5-14 years,0
Puerto Rico,1996,male,42.22,Puerto Rico1996,,"45,34,08,35,000",13328,G.I. Generation,73432,75+ years,31
Puerto Rico,1996,male,26.28,Puerto Rico1996,,"45,34,08,35,000",13328,Boomers,430008,35-54 years,113
Puerto Rico,1996,male,24.7,Puerto Rico1996,,"45,34,08,35,000",13328,Generation X,251033,25-34 years,62
Puerto Rico,1996,male,22.28,Puerto Rico1996,,"45,34,08,35,000",13328,Silent,246870,55-74 years,55
Puerto Rico,1996,male,11.02,Puerto Rico1996,,"45,34,08,35,000",13328,Generation X,317510,15-24 years,35
Puerto Rico,1996,female,4.18,Puerto Rico1996,,"45,34,08,35,000",13328,G.I. Generation,95751,75+ years,4
Puerto Rico,1996,female,2.55,Puerto Rico1996,,"45,34,08,35,000",13328,Generation X,313521,15-24 years,8
Puerto Rico,1996,female,2.41,Puerto Rico1996,,"45,34,08,35,000",13328,Silent,290912,55-74 years,7
Puerto Rico,1996,female,2.02,Puerto Rico1996,,"45,34,08,35,000",13328,Boomers,495701,35-54 years,10
Puerto Rico,1996,female,1.83,Puerto Rico1996,,"45,34,08,35,000",13328,Generation X,273883,25-34 years,5
Puerto Rico,1996,male,0.32,Puerto Rico1996,,"45,34,08,35,000",13328,Millenials,312022,5-14 years,1
Puerto Rico,1996,female,0,Puerto Rico1996,,"45,34,08,35,000",13328,Millenials,301180,5-14 years,0
Puerto Rico,1997,male,24.53,Puerto Rico1997,,"48,18,70,39,000",14037,Boomers,436249,35-54 years,107
Puerto Rico,1997,male,22.61,Puerto Rico1997,,"48,18,70,39,000",14037,Silent,252076,55-74 years,57
Puerto Rico,1997,male,21.16,Puerto Rico1997,,"48,18,70,39,000",14037,G.I. Generation,75620,75+ years,16
Puerto Rico,1997,male,14.16,Puerto Rico1997,,"48,18,70,39,000",14037,Generation X,254232,25-34 years,36
Puerto Rico,1997,male,11.74,Puerto Rico1997,,"48,18,70,39,000",14037,Generation X,315165,15-24 years,37
Puerto Rico,1997,female,2.38,Puerto Rico1997,,"48,18,70,39,000",14037,Boomers,503717,35-54 years,12
Puerto Rico,1997,female,1.68,Puerto Rico1997,,"48,18,70,39,000",14037,Silent,297772,55-74 years,5
Puerto Rico,1997,female,0.36,Puerto Rico1997,,"48,18,70,39,000",14037,Generation X,275007,25-34 years,1
Puerto Rico,1997,male,0.32,Puerto Rico1997,,"48,18,70,39,000",14037,Millenials,311608,5-14 years,1
Puerto Rico,1997,female,0.32,Puerto Rico1997,,"48,18,70,39,000",14037,Generation X,311937,15-24 years,1
Puerto Rico,1997,female,0,Puerto Rico1997,,"48,18,70,39,000",14037,Millenials,300253,5-14 years,0
Puerto Rico,1997,female,0,Puerto Rico1997,,"48,18,70,39,000",14037,G.I. Generation,99121,75+ years,0
Puerto Rico,1998,male,41.26,Puerto Rico1998,,"54,08,64,00,000",15610,G.I. Generation,77560,75+ years,32
Puerto Rico,1998,male,23.26,Puerto Rico1998,,"54,08,64,00,000",15610,Boomers,442734,35-54 years,103
Puerto Rico,1998,male,21.4,Puerto Rico1998,,"54,08,64,00,000",15610,Generation X,256954,25-34 years,55
Puerto Rico,1998,male,21.34,Puerto Rico1998,,"54,08,64,00,000",15610,Silent,257733,55-74 years,55
Puerto Rico,1998,male,13.43,Puerto Rico1998,,"54,08,64,00,000",15610,Generation X,312752,15-24 years,42
Puerto Rico,1998,female,2.62,Puerto Rico1998,,"54,08,64,00,000",15610,Silent,305106,55-74 years,8
Puerto Rico,1998,female,2.58,Puerto Rico1998,,"54,08,64,00,000",15610,Generation X,310034,15-24 years,8
Puerto Rico,1998,female,2.15,Puerto Rico1998,,"54,08,64,00,000",15610,Boomers,511564,35-54 years,11
Puerto Rico,1998,female,1.09,Puerto Rico1998,,"54,08,64,00,000",15610,Generation X,275628,25-34 years,3
Puerto Rico,1998,female,0.98,Puerto Rico1998,,"54,08,64,00,000",15610,G.I. Generation,102476,75+ years,1
Puerto Rico,1998,male,0.96,Puerto Rico1998,,"54,08,64,00,000",15610,Millenials,312182,5-14 years,3
Puerto Rico,1998,female,0,Puerto Rico1998,,"54,08,64,00,000",15610,Millenials,300111,5-14 years,0
Puerto Rico,1999,male,36.68,Puerto Rico1999,,"57,84,10,00,000",16560,G.I. Generation,79062,75+ years,29
Puerto Rico,1999,male,22.96,Puerto Rico1999,,"57,84,10,00,000",16560,Boomers,448569,35-54 years,103
Puerto Rico,1999,male,20.47,Puerto Rico1999,,"57,84,10,00,000",16560,Silent,263761,55-74 years,54
Puerto Rico,1999,male,18.56,Puerto Rico1999,,"57,84,10,00,000",16560,Generation X,258647,25-34 years,48
Puerto Rico,1999,male,7.09,Puerto Rico1999,,"57,84,10,00,000",16560,Generation X,310365,15-24 years,22
Puerto Rico,1999,female,3.52,Puerto Rico1999,,"57,84,10,00,000",16560,Silent,312915,55-74 years,11
Puerto Rico,1999,female,2.84,Puerto Rico1999,,"57,84,10,00,000",16560,G.I. Generation,105573,75+ years,3
Puerto Rico,1999,female,1.81,Puerto Rico1999,,"57,84,10,00,000",16560,Generation X,275536,25-34 years,5
Puerto Rico,1999,female,1.74,Puerto Rico1999,,"57,84,10,00,000",16560,Boomers,518263,35-54 years,9
Puerto Rico,1999,female,0.67,Puerto Rico1999,,"57,84,10,00,000",16560,Millenials,299738,5-14 years,2
Puerto Rico,1999,female,0.65,Puerto Rico1999,,"57,84,10,00,000",16560,Generation X,307757,15-24 years,2
Puerto Rico,1999,male,0.32,Puerto Rico1999,,"57,84,10,00,000",16560,Millenials,312535,5-14 years,1
Puerto Rico,2000,male,28.04,Puerto Rico2000,,"61,70,18,00,000",17569,Boomers,453001,35-54 years,127
Puerto Rico,2000,male,23.73,Puerto Rico2000,,"61,70,18,00,000",17569,G.I. Generation,80076,75+ years,19
Puerto Rico,2000,male,21.1,Puerto Rico2000,,"61,70,18,00,000",17569,Silent,270196,55-74 years,57
Puerto Rico,2000,male,16.61,Puerto Rico2000,,"61,70,18,00,000",17569,Generation X,258901,25-34 years,43
Puerto Rico,2000,male,10.39,Puerto Rico2000,,"61,70,18,00,000",17569,Generation X,307961,15-24 years,32
Puerto Rico,2000,female,2.91,Puerto Rico2000,,"61,70,18,00,000",17569,Generation X,274613,25-34 years,8
